gobernua	N	↓0;d¦-
behera	N	↓0;d¦--
botatzen	V	↓0;d¦---+u
saiatuko	VV.PTCP	↓0;d¦--
dela	V	↓0;d---+i+z¦+n
hitza	N	↓0;d¦-
eman	VV.PTCP	↓0;d¦
zuen	V	↓0;d--+*¦+d+u→
atzo	ADV	↓0;d¦
Likudeko	PROPN	↑0¦↓1;d¦---
buruzagi	N	↓0;d¦
Ariel	PROPN	↑0¦↓1;d¦
Sharonek	PROPN	↑0¦↓1;d¦--
:	_	↓0;d¦

Istripua	N	↓0;d¦-
izan	VV.PTCP	↓0;d¦
zuen	V	↓0;d--+*¦+d+u→
Boeing-a	N	↓0;d¦--
erabat	ADV	↓0;d¦
txikitu	VV.PTCP	↓0;d¦
eta	CONJ	↓0;d¦
kiskalita	VV.PTCP	↓0;d¦--
geratu	VV.PTCP	↓0;d¦
zen	V	↓0;d+i¦-+a→
.	_	↓0;d¦

"	_	↓0;d¦
Gaur	ADV	↓0;d¦
egun	ADV	↓0;d¦
,	_	↓0;d¦
antzerkigintza	N	↓0;d¦
beste	DET	↓0;d¦
bide	N	↓0;d¦
batetik	NUM	↓0;d¦----
dihoa	V	↓0;d---+j¦+n
,	_	↓0;d¦
talde	N	↓0;d¦
pribatuek	ADJ	↓0;d¦--
komediari	N	↓0;d¦--
ekiten	V	↓0;d¦--→
baitiote	V	↓0;d-------+*¦+d+u+n
"	_	↓0;d¦
.	_	↓0;d¦

Gainera	CONJ	↓0;d¦
,	_	↓0;d¦
krisitik	N	↓0;d¦---
ateratzeko	V	↓0;d¦-----
Ernesto	PROPN	↑0¦↓1;d¦
Zedillo	PROPN	↑0¦↓1;d¦
egungo	ADV	↓0;d¦--
lehendakariak	N	↓0;d¦--
hartutako	VV.PTCP	↓0;d¦----
neurriek	N	↓0;d¦--
,	_	↓0;d¦
egoera	N	↓0;d¦
ekonomikoa	ADJ	↓0;d¦-
onbideratu	VV.PTCP	↓0;d¦
duten	V	↓0;d+*+e¦--→
arren	CONJ	↓0;d¦
,	_	↓0;d¦
areagoatu	VV.PTCP	↓0;d¦+k→→
egin	VV.PTCP	↓0;d¦
dute	V	↓0;d+*+e¦--+n
aberatsen	N	↓0;d¦--
eta	CONJ	↓0;d¦
pobreen	N	↓0;d¦--
arteko	ADP	↓0;d¦--
jauzia	N	↓0;d¦-
.	_	↓0;d¦

Horretarako	DET	↓0;d¦--------+i
,	_	↓0;d¦
esan	VV.PTCP	↓0;d¦
zuen	V	↓0;d--+*¦+d+u→
,	_	↓0;d¦
alderdiak	N	↓0;d¦--
"	_	↓0;d¦
ahalegina	N	↓0;d¦-
"	_	↓0;d¦
egin	VV.PTCP	↓0;d¦
behar	N	↓0;d¦
duela	V	↓0;d-¦--+k→+n
"	_	↓0;d¦
botoa	N	↓0;d¦-
PSE-EEri	PROPN	↑0¦↓3¦↑-2;d¦--
ematen	V	↓0;d¦--→
ez	PART	↓0;d¦
dioten	V	↓0;d----+*¦+d+u→
pertsona	N	↓0;d¦
aurrerakoiak	ADJ	↓0;d¦--
"	_	↓0;d¦
bere	DET	↓0;d¦-+a
tesietara	N	↓0;d¦-----
inguratzeko	V	↓0;d¦----+u
.	_	↓0;d¦

Udaleko	N	↓0;d¦---
langileek	N	↓0;d¦--
,	_	↓0;d¦
bestalde	CONJ	↓0;d¦
,	_	↓0;d¦
25	NUM	↓0;d¦
tona	N	↓0;d¦
hondakin	N	↓0;d¦
eraman	VV.PTCP	↓0;d¦
zituzten	V	↓0;d------+*¦+d+u→
atzo	ADV	↓0;d¦
atentatuaren	N	↓0;d¦----
lekutik	N	↓0;d¦---
.	_	↓0;d¦

Ospitaleak	N	↓0;d¦--
,	_	↓0;d¦
gaur	ADV	↓0;d¦
egun	ADV	↓0;d¦
,	_	↓0;d¦
ospe	N	↓0;d¦
handia	ADJ	↓0;d¦-
du	V	↓0;d-¦+k+a+n
nazioartean	N	↓0;d¦--
.	_	↓0;d¦

Bitartean	CONJ	↓0;d¦
itsasontziak	N	↓0;d¦--
portuetan	N	↓0;d¦----
izango	VV.PTCP	↓0;d¦--
direla	V	↓0;d-¦---+z→+n
jakinarazi	V	↓0;d¦-
zuen	V	↓0;d--+*¦+d+u→
.	_	↓0;d¦

Zure	PRO	↓0;d¦--
lehen	NUM	↓0;d¦
finala	N	↓0;d¦-
da	V	↓0;d-+i+z¦+n
Miarritzerekin	PROPN	↑0¦↓1;d¦-----
,	_	↓0;d¦
ez	PART	↓0;d¦
zara	V	↓0;d+i¦--+n
lasai	ADV	↓0;d¦
egongo	VV.PTCP	↓0;d¦--
,	_	↓0;d¦
kapitaina	N	↓0;d¦-
izanda	VV.PTCP	↓0;d¦--
.	_	↓0;d¦

Bada	CONJ	↓0;d¦
,	_	↓0;d¦
esate	N	↓0;d¦
baterako	NUM	↓0;d¦-----
,	_	↓0;d¦
azterketa	N	↓0;d¦
hauetatik	DET	↓0;d¦----→
gero	ADV	↓0;d¦
oinarriak	N	↓0;d¦--
finka	V	↓0;d¦+t+u
daitezke	V	↓0;d----+*¦---+d+i+n
euskararen	N	↓0;d¦---
ikaskuntzarako	N	↓0;d¦----
tresna	N	↓0;d¦
informatiko	ADJ	↓0;d¦
lagungarriak	ADJ	↓0;d¦--
diseinatu	VV.PTCP	↓0;d¦
eta	CONJ	↓0;d¦
inplementatzeko	V	↓0;d¦----+u
.	_	↓0;d¦

korapiloak	N	↓0;d¦--
estutzen	V	↓0;d¦---+u
du	V	↓0;d+*+e¦+n
.	_	↓0;d¦

Atzeko	N	↓0;d¦--
koadroetan	N	↓0;d¦----
,	_	↓0;d¦
Iñaki	PROPN	↑0¦↓1;d¦
Otxandorenak	PROPN	↑0¦↓1;d¦-
mendean	ADV	↓0;d¦
hartu	VV.PTCP	↓0;d¦
behar	N	↓0;d¦
luke	V	↓0;d-¦-+a+n
Philippe	PROPN	↑0¦↓1;d¦
Hirigoien	PROPN	↑0¦↓1;d¦
,	_	↓0;d¦
baina	CONJ	↓0;d¦
ez	PART	↓0;d¦
da	V	↓0;d-+i+z¦+n
erregulartasuna	N	↓0;d¦-
Mugairekoaren	N	↑0¦↓1;d¦------
dohain	N	↓0;d¦
nagusia	ADJ	↓0;d¦-
.	_	↓0;d¦

ONCE	PROPN	↑0;d¦
taldean	N	↓0;d¦--
egin	VV.PTCP	↓0;d¦
dituzun	V	↓0;d+*+e→----¦
urteen	N	↓0;d¦--
balorazioa	N	↓0;d¦-
ona	ADJ	↓0;d¦-
da	V	↓0;d-+i+z¦+n
,	_	↓0;d¦
ezta	_	↓0;d¦
?	_	↓0;d¦

RINGARYD	PROPN	↑0¦↓1;d¦
ekaitz	N	↓0;d¦
gogor	ADJ	↓0;d¦
baten	NUM	↓0;d¦--
pean	ADP	↓0;a_
izan	VV.PTCP	↓0;d¦
zen	V	↓0;d+i¦-+a→
arratsalde	N	↓0;d¦
osoan	ADJ	↓0;d¦--
.	_	↓0;d¦

horrek	DET	↓0;d¦---+i
kili-kolo	ADV	↓0;d¦
jarriko	VV.PTCP	↓0;d¦--
luke	V	↓0;d---+*¦+d+u+n
estatu	N	↓0;d¦
desberdinetako	ADJ	↓0;d¦-----
oinarrizko	ADJ	↓0;d¦
tradizio	N	↓0;d¦
sozialen	ADJ	↓0;d¦--
artean	ADP	↓0;d¦--
ozta-ozta	ADV	↓0;d¦
lortutako	VV.PTCP	↓0;d¦----
konpromisoa	N	↓0;d¦-
.	_	↓0;d¦

Mutilak	N	↓0;d¦--
konfiantza	N	↓0;d¦
handiz	ADJ	↓0;d¦-
etorri	VV.PTCP	↓0;d¦
dira	V	↓0;d-¦-+z→+n
"	_	↓0;d¦
.	_	↓0;d¦

Jean	PROPN	↑0¦↓1;d¦
Marie	PROPN	↑0¦↓1;d¦
Poli	PROPN	↑0¦↓1;d¦
Korsikako	PROPN	↑0¦↓1;d¦--
Errepresioaren	N	↓0;d¦----
Kontrako	ADP	↓0;a_
Batzordeak	N	↓0;d¦--
azpimarratu	VV.PTCP	↓0;d¦
zuen	V	↓0;d--+*¦+d+u→
,	_	↓0;d¦
preso	N	↓0;d¦
bretoi	ADJ	↓0;d¦
,	_	↓0;d¦
euskaldun	ADJ	↓0;d¦
eta	CONJ	↓0;d¦
korsikarrak	ADJ	↓0;d¦---
"	_	↓0;d¦
preso	N	↓0;d¦
politikoak	ADJ	↓0;d¦--
"	_	↓0;d¦
direla	V	↓0;d-¦---+z→+n
eta	CONJ	↓0;d¦
preso	N	↓0;d¦
sozialei	ADJ	↓0;d¦--
baino	_	↓0;d¦
lege	N	↓0;d¦
"	_	↓0;d¦
gogorragoak	ADJ	↓0;d¦------
